OrderID,OrderDate,City,Region,Product,Category,Quantity,UnitPrice,Discount,Sales,Cost,Profit,PaymentMode
67,2025-07-30,Scottmouth,West,Monitor,Office,4,1351,5,5133.8,2665.82,2467.98,Net Banking
68,2023-11-29,Benjaminland,West,Speaker,Office,4,610,5,2318.0,1738.19,579.81,UPI
69,2026-01-23,Lake Benjaminchester,East,Mouse,Accessories,5,3216,15,13668.0,6858.18,6809.82,Net Banking
70,2025-04-10,North Laura,West,Keyboard,Accessories,5,4573,20,18292.0,14072.83,4219.17,Net Banking
71,2025-01-19,Wolfeview,West,Headphones,Accessories,4,337,15,1145.8,688.44,457.36,Card
72,2024-08-02,East James,North,Phone,Office,5,4475,0,22375.0,17275.26,5099.74,Net Banking
73,2024-06-19,Port Peggyton,West,Monitor,Electronics,2,3882,5,7375.8,3799.17,3576.63,Net Banking
74,2025-12-17,East Allisonfurt,West,Mouse,Electronics,3,2864,15,7303.2,4261.25,3041.95,Net Banking
75,2024-04-05,Port Lori,East,Keyboard,Office,1,4518,0,4518.0,3614.28,903.72,UPI
76,2024-04-21,South Theresaside,North,Speaker,Electronics,1,354,5,336.3,188.26,148.04,Card
77,2025-09-26,North Stephanie,South,Camera,Office,2,3979,0,7958.0,5325.42,2632.58,Cash
78,2024-12-07,New Angela,North,Headphones,Accessories,3,1474,20,3537.6,2413.26,1124.34,UPI
79,2025-04-10,West Katherineville,West,Tablet,Office,5,310,10,1395.0,938.47,456.53,Card
80,2025-05-18,East Brenda,East,Speaker,Electronics,1,4950,5,4702.5,2495.01,2207.49,UPI
81,2025-07-13,Wigginsside,North,Printer,Office,3,4464,15,11383.2,7950.67,3432.53,Cash
82,2024-06-03,New Tyler,East,Camera,Office,1,3541,15,3009.85,1600.22,1409.63,Card
83,2023-09-15,Port Teresa,East,Speaker,Office,4,1542,20,4934.4,3896.41,1037.99,Net Banking
84,2024-03-09,Roweview,South,Phone,Accessories,4,3668,20,11737.6,6813.9,4923.7,Net Banking
85,2025-09-05,Rayside,West,Monitor,Electronics,2,3906,20,6249.6,4269.1,1980.5,Net Banking
86,2024-08-09,North Shelleyfort,East,Monitor,Accessories,3,1589,15,4051.95,2283.82,1768.13,Cash
87,2024-03-04,Lake Keithside,North,Keyboard,Office,5,183,20,732.0,574.19,157.81,Net Banking
88,2024-09-16,New David,West,Camera,Electronics,4,4648,5,17662.4,12490.55,5171.85,UPI
89,2024-07-16,West Travis,East,Speaker,Accessories,3,1915,15,4883.25,3455.08,1428.17,Net Banking
90,2024-10-18,Willietown,East,Monitor,Office,5,4449,10,20020.5,12565.89,7454.61,Net Banking
91,2026-07-24,Lake Rhonda,South,Monitor,Electronics,3,2611,10,7049.7,4012.42,3037.28,Card
92,2025-05-22,North Robin,East,Phone,Electronics,2,1872,15,3182.4,1855.18,1327.22,Cash
93,2026-02-26,West Samantha,South,Mouse,Electronics,2,3056,5,5806.4,3429.73,2376.67,UPI
94,2024-12-12,Weberview,West,Phone,Electronics,5,2493,5,11841.75,8186.92,3654.83,Cash
95,2024-07-26,New Pamelamouth,North,Mouse,Accessories,4,4021,15,13671.4,8233.08,5438.32,UPI
96,2024-08-17,Howardfurt,North,Headphones,Electronics,1,3382,15,2874.7,1501.24,1373.46,Cash
97,2025-05-14,South Markmouth,West,Speaker,Office,1,2133,0,2133.0,1423.61,709.39,Card
98,2025-12-04,Williammouth,East,Speaker,Accessories,5,3216,15,13668.0,10559.23,3108.77,Cash
99,2026-01-30,Kristyhaven,North,Keyboard,Office,5,593,20,2372.0,1869.21,502.79,Card
100,2024-02-12,Rangelside,North,Headphones,Electronics,3,765,5,2180.25,1247.01,933.24,Net Banking
101,2025-06-08,Andrewhaven,South,Mouse,Office,4,4964,15,16877.6,9913.53,6964.07,Cash
102,2025-03-01,Jillborough,South,Tablet,Electronics,4,683,5,2595.4,2017.08,578.32,Card
103,2026-02-18,Coreymouth,South,Mouse,Office,2,2276,5,4324.4,2254.84,2069.56,Cash
104,2025-02-16,Mcmillanmouth,West,Mouse,Office,4,1118,15,3801.2,2685.94,1115.26,Net Banking
105,2025-04-01,Michaelfort,West,Monitor,Office,4,758,20,2425.6,1241.81,1183.79,Cash
106,2024-01-07,West Kristenview,North,Mouse,Office,1,848,5,805.6,635.27,170.33,UPI
107,2025-06-04,Scottburgh,East,Headphones,Office,2,3954,20,6326.4,4399.71,1926.69,Net Banking
108,2026-05-16,Wileybury,East,Monitor,Office,4,847,15,2879.8,1740.52,1139.28,UPI
109,2024-11-16,Jenkinsbury,East,Tablet,Office,2,2801,15,4761.7,3371.77,1389.93,UPI
110,2025-09-13,Jimmyshire,North,Tablet,Office,4,821,10,2955.6,1701.6,1254.0,UPI
111,2024-10-26,West Mary,East,Speaker,Accessories,5,3884,15,16507.0,8521.92,7985.08,Net Banking
112,2025-11-19,Moorechester,East,Camera,Office,1,1767,10,1590.3,1057.18,533.12,Net Banking
113,2026-04-23,Tuckerhaven,South,Mouse,Office,1,336,20,268.8,198.86,69.94,UPI
114,2026-02-21,South Ann,North,Camera,Electronics,5,3442,0,17210.0,9765.13,7444.87,Card
115,2024-05-25,Ashleyport,West,Camera,Accessories,4,2490,20,7968.0,5670.22,2297.78,Card
116,2025-11-01,North Adam,South,Phone,Accessories,4,4615,5,17537.0,10786.58,6750.42,Net Banking
117,2026-06-25,Oneillbury,East,Mouse,Office,3,4259,10,11499.3,8580.37,2918.93,Net Banking
118,2025-11-21,Andrewstown,East,Printer,Office,2,3758,20,6012.8,3880.07,2132.73,Net Banking
119,2025-12-21,Barrerafurt,South,Speaker,Accessories,4,2736,5,10396.8,8257.48,2139.32,Card
120,2023-09-24,Hardinmouth,West,Tablet,Office,4,457,10,1645.2,1190.16,455.04,Card
121,2023-09-16,South Grace,East,Phone,Accessories,4,403,5,1531.4,996.46,534.94,UPI
122,2025-02-27,New John,West,Headphones,Electronics,5,3843,0,19215.0,13772.03,5442.97,Net Banking
123,2025-08-30,West Mary,North,Monitor,Office,3,2873,20,6895.2,4880.5,2014.7,Net Banking
124,2024-11-30,Parsonsland,North,Keyboard,Office,3,4097,20,9832.8,5022.3,4810.5,Cash
125,2025-03-21,Stephensonchester,North,Camera,Electronics,2,840,15,1428.0,1133.12,294.88,Cash
126,2023-08-05,East Lorimouth,East,Monitor,Accessories,1,476,10,428.4,316.52,111.88,Net Banking
127,2023-12-16,Smithborough,South,Headphones,Electronics,2,2100,20,3360.0,2095.35,1264.65,UPI
128,2025-02-17,Oconnorstad,West,Speaker,Electronics,5,3233,20,12932.0,9116.29,3815.71,Card
129,2025-12-25,Taylorshire,North,Camera,Accessories,4,2180,15,7412.0,4273.74,3138.26,Card
130,2023-10-20,Lake Jamesmouth,East,Tablet,Office,1,3718,10,3346.2,2664.56,681.64,Cash
131,2024-11-25,Pinedamouth,West,Phone,Electronics,4,2574,5,9781.2,7823.12,1958.08,Net Banking
132,2025-08-16,New Donnaview,East,Laptop,Office,5,3040,20,12160.0,7159.34,5000.66,Net Banking
133,2024-08-07,New Garyfort,North,Speaker,Office,3,166,20,398.4,302.59,95.81,Net Banking
134,2024-10-23,Port Julie,South,Keyboard,Office,3,1985,20,4764.0,3528.12,1235.88,Cash
135,2023-09-22,Alishaberg,West,Laptop,Office,2,895,0,1790.0,1060.9,729.1,Cash
136,2025-07-26,Gregoryville,West,Headphones,Electronics,2,838,10,1508.4,902.05,606.35,Card
137,2024-01-01,Port Breannaland,East,Headphones,Accessories,5,3097,20,12388.0,8058.87,4329.13,Net Banking
138,2025-03-11,Masonmouth,North,Headphones,Electronics,3,2874,0,8622.0,5522.39,3099.61,Net Banking
139,2026-05-04,Johnsonville,North,Mouse,Office,5,3096,0,15480.0,11411.93,4068.07,UPI
140,2025-09-25,Port Jenniferbury,East,Phone,Office,4,3119,10,11228.4,7583.3,3645.1,Card
141,2026-01-09,Laneland,East,Speaker,Electronics,4,305,20,976.0,746.9,229.1,UPI
142,2026-05-15,North Nancy,North,Laptop,Accessories,4,2575,15,8755.0,4683.95,4071.05,Net Banking
143,2024-10-31,Nicoletown,South,Tablet,Accessories,1,896,5,851.2,652.17,199.03,Cash
144,2026-05-29,Sethfurt,South,Tablet,Office,5,3533,20,14132.0,10212.92,3919.08,UPI
145,2024-01-28,North Steven,East,Keyboard,Accessories,4,3443,10,12394.8,6319.05,6075.75,Net Banking
146,2023-12-28,Port Jenniferton,East,Printer,Office,2,3071,0,6142.0,4878.46,1263.54,Cash
147,2026-06-09,Hughestown,North,Camera,Electronics,1,3361,10,3024.9,1684.7,1340.2,Card
148,2023-10-24,Isaiahview,South,Headphones,Office,5,274,0,1370.0,1008.37,361.63,Card
149,2025-12-03,Lake Tammy,South,Monitor,Electronics,1,4640,5,4408.0,2979.43,1428.57,UPI
150,2025-09-24,West Emily,South,Phone,Office,3,1285,5,3662.25,2424.65,1237.6,UPI
151,2024-02-01,Port Julieburgh,South,Speaker,Accessories,2,221,10,397.8,293.18,104.62,UPI
152,2026-05-27,South Katrina,West,Printer,Electronics,2,2273,0,4546.0,2445.87,2100.13,UPI
153,2024-07-15,West Jenniferside,North,Camera,Office,4,3772,10,13579.2,8880.41,4698.79,Card
154,2025-07-27,Kristineborough,North,Laptop,Accessories,5,455,20,1820.0,1074.69,745.31,Net Banking
155,2026-07-26,East Harry,West,Phone,Electronics,4,984,15,3345.6,2387.82,957.78,Cash
156,2025-11-05,New Veronica,East,Tablet,Office,5,1315,0,6575.0,3536.41,3038.59,Cash
157,2026-05-29,North Mikaylaside,North,Printer,Office,4,4241,20,13571.2,8537.1,5034.1,Card
158,2024-01-07,South Raymondmouth,West,Tablet,Accessories,4,3799,5,14436.2,9010.27,5425.93,UPI
159,2026-07-13,New Curtis,East,Headphones,Office,3,3596,10,9709.2,6791.9,2917.3,Net Banking
160,2023-10-19,Taylortown,North,Monitor,Electronics,1,847,0,847.0,447.19,399.81,UPI
161,2024-05-26,Hicksmouth,North,Tablet,Accessories,5,4700,20,18800.0,11259.2,7540.8,Net Banking
162,2025-01-03,North Marissa,North,Speaker,Office,1,2456,20,1964.8,1166.57,798.23,Card
163,2023-11-22,Patrickview,East,Printer,Accessories,2,4050,5,7695.0,5803.43,1891.57,UPI
164,2024-12-13,Hernandezfort,North,Speaker,Office,3,4803,5,13688.55,10159.18,3529.37,Cash
165,2025-04-10,Maureenstad,East,Monitor,Accessories,1,1577,10,1419.3,1008.85,410.45,UPI
166,2025-04-30,South Sherriland,North,Headphones,Office,2,1273,20,2036.8,1420.06,616.74,UPI
167,2024-11-24,West Joseview,West,Monitor,Electronics,1,4445,5,4222.75,2587.95,1634.8,Cash
168,2024-12-24,East Vanessaport,North,Headphones,Electronics,3,2757,20,6616.8,4491.93,2124.87,UPI
169,2025-05-26,Millerfort,West,Speaker,Accessories,1,2329,15,1979.65,1382.95,596.7,Net Banking
170,2024-07-24,Lake Brendaland,West,Phone,Accessories,3,1865,20,4476.0,2390.83,2085.17,Net Banking
171,2025-03-12,West David,North,Laptop,Electronics,5,2626,0,13130.0,7433.62,5696.38,Cash
172,2024-03-27,South Saraland,North,Laptop,Accessories,2,1224,10,2203.2,1292.91,910.29,Net Banking
173,2023-11-20,West Christophertown,South,Printer,Office,2,1158,15,1968.6,1298.83,669.77,Cash
174,2024-02-16,New Alan,West,Phone,Accessories,1,3352,0,3352.0,2114.66,1237.34,Net Banking
175,2025-11-20,Lake Jasonshire,West,Laptop,Accessories,5,3413,15,14505.25,8512.47,5992.78,Card
176,2023-09-06,South Craighaven,North,Keyboard,Accessories,5,3869,10,17410.5,9165.57,8244.93,Net Banking
177,2023-11-23,North Benjaminport,East,Keyboard,Accessories,5,744,15,3162.0,2406.78,755.22,Card
178,2024-06-21,West Christine,South,Monitor,Accessories,1,4281,0,4281.0,2821.96,1459.04,Card
179,2024-11-24,Josephburgh,South,Speaker,Electronics,2,942,5,1789.8,1032.34,757.46,UPI
180,2024-08-25,Michelleton,West,Speaker,Office,2,4147,15,7049.9,5120.58,1929.32,Cash
181,2024-12-18,South Marco,West,Mouse,Accessories,3,1336,15,3406.8,1773.19,1633.61,UPI
182,2025-04-21,West Erin,West,Laptop,Electronics,3,4256,0,12768.0,7572.99,5195.01,Cash
183,2026-01-25,East Jasminechester,West,Camera,Office,3,728,0,2184.0,1494.95,689.05,UPI
184,2025-08-15,South Gary,West,Printer,Electronics,4,4783,5,18175.4,10840.86,7334.54,UPI
185,2024-10-11,Kaiserton,North,Printer,Office,4,947,10,3409.2,2709.34,699.86,Card
186,2024-07-30,West Timothyside,South,Monitor,Accessories,1,2129,15,1809.65,1442.83,366.82,Cash
187,2025-07-10,New Misty,North,Monitor,Electronics,4,3448,10,12412.8,8734.51,3678.29,Cash
188,2025-04-15,New Nicholasfort,South,Monitor,Electronics,1,4670,15,3969.5,2323.13,1646.37,Card
189,2025-04-19,Jonesport,North,Mouse,Office,3,2641,15,6734.55,3627.8,3106.75,Net Banking
190,2024-06-07,Christopherland,West,Printer,Accessories,3,1146,20,2750.4,1452.31,1298.09,UPI
191,2025-12-26,North Alex,East,Camera,Electronics,3,2630,5,7495.5,5886.6,1608.9,Card
192,2025-08-25,Port Katherine,North,Printer,Office,2,1369,0,2738.0,1611.96,1126.04,UPI
193,2023-12-01,Lake Alexandermouth,South,Headphones,Office,3,1173,20,2815.2,1725.76,1089.44,Card
194,2025-10-23,Port Angelabury,South,Camera,Office,4,457,15,1553.8,946.71,607.09,Cash
195,2024-01-27,North Nicolefurt,West,Keyboard,Accessories,4,2016,20,6451.2,3688.48,2762.72,Net Banking
196,2023-12-10,North Olivia,West,Headphones,Electronics,4,2408,15,8187.2,5328.82,2858.38,Card
197,2024-01-08,North Carlos,North,Printer,Electronics,3,527,15,1343.85,1024.33,319.52,Cash
198,2025-12-01,Port Kristyport,South,Tablet,Electronics,1,1413,10,1271.7,807.27,464.43,Card
199,2024-09-15,East Cindy,West,Printer,Accessories,4,2963,0,11852.0,7401.21,4450.79,Card
200,2023-10-06,Grossville,East,Phone,Office,4,768,10,2764.8,1568.64,1196.16,Cash
201,2024-02-23,Lake Madisonstad,West,Headphones,Office,2,1227,0,2454.0,1438.2,1015.8,Net Banking
202,2026-06-27,Kaylaborough,South,Headphones,Office,4,143,0,572.0,289.26,282.74,Net Banking
203,2026-04-08,Lake Erin,North,Keyboard,Accessories,1,2460,5,2337.0,1379.64,957.36,Net Banking
204,2025-08-04,Stewartland,North,Printer,Office,1,1008,15,856.8,581.79,275.01,Card
205,2023-09-23,Lake Lauraport,East,Keyboard,Office,2,2486,15,4226.2,2115.08,2111.12,Net Banking
206,2024-01-22,Lake Sherihaven,North,Printer,Office,2,801,20,1281.6,1015.54,266.06,UPI
207,2023-09-11,Davisland,East,Mouse,Office,4,3951,0,15804.0,10915.84,4888.16,UPI
208,2025-10-28,Briannamouth,North,Speaker,Office,3,653,10,1763.1,1009.09,754.01,Cash
209,2025-01-26,Stephenmouth,South,Camera,Office,2,463,10,833.4,553.21,280.19,Net Banking
210,2026-07-05,North Heathermouth,West,Laptop,Accessories,2,1204,0,2408.0,1721.27,686.73,Card
211,2024-04-14,Port William,East,Printer,Accessories,1,1734,0,1734.0,1031.17,702.83,Net Banking
212,2025-05-29,East Allenmouth,North,Monitor,Accessories,3,399,5,1137.15,666.18,470.97,UPI
213,2025-08-17,Port Michaelside,West,Monitor,Electronics,3,3679,15,9381.45,6782.72,2598.73,Net Banking
214,2026-05-11,New Timothyshire,North,Tablet,Electronics,4,3109,20,9948.8,5770.47,4178.33,Net Banking
215,2025-03-09,New Crystal,North,Phone,Accessories,5,1578,20,6312.0,3712.28,2599.72,Cash
216,2025-06-02,New Davidport,South,Camera,Accessories,3,3752,20,9004.8,6441.12,2563.68,Net Banking
217,2024-11-30,Jenniferburgh,East,Laptop,Electronics,1,2988,20,2390.4,1910.99,479.41,Net Banking
218,2025-04-27,East Devin,South,Speaker,Office,3,4303,5,12263.55,9637.15,2626.4,Net Banking
219,2026-03-01,Lake Bradley,East,Monitor,Accessories,1,1134,0,1134.0,647.29,486.71,UPI
220,2025-09-18,Brandyton,East,Camera,Electronics,5,1356,15,5763.0,4521.92,1241.08,Card
221,2025-04-05,New Helenport,East,Keyboard,Electronics,5,3106,15,13200.5,7845.26,5355.24,UPI
222,2024-07-05,Moonburgh,North,Mouse,Accessories,2,4188,20,6700.8,4128.34,2572.46,Net Banking
223,2025-01-02,Espinozaville,South,Phone,Accessories,2,2439,15,4146.3,2322.15,1824.15,Card
224,2023-10-17,Gomezhaven,North,Printer,Office,4,819,10,2948.4,2064.92,883.48,Cash
225,2026-07-02,New Brentchester,South,Phone,Electronics,3,1390,5,3961.5,2924.02,1037.48,Card
226,2026-05-11,Port Kristin,East,Camera,Office,2,4147,0,8294.0,5044.98,3249.02,Card
227,2024-09-30,Sullivanstad,West,Printer,Accessories,5,806,0,4030.0,2388.93,1641.07,Net Banking
228,2024-04-01,Briggsside,North,Camera,Accessories,5,704,5,3344.0,2647.49,696.51,Cash
229,2025-05-17,New Katherinehaven,South,Tablet,Office,2,4616,20,7385.6,4095.97,3289.63,UPI
230,2023-08-06,New Kimland,South,Monitor,Office,1,4344,5,4126.8,2439.92,1686.88,Card
231,2025-11-23,East Wyattstad,East,Keyboard,Office,3,4350,10,11745.0,8853.15,2891.85,Cash
232,2024-01-28,North Jessicamouth,South,Speaker,Office,2,2580,20,4128.0,2724.66,1403.34,Card
233,2024-11-06,East Ericberg,North,Phone,Electronics,2,2865,20,4584.0,2348.65,2235.35,Cash
234,2025-10-05,West Adamburgh,North,Camera,Office,2,4786,15,8136.2,5576.82,2559.38,Cash
235,2025-10-12,Charlesfurt,West,Mouse,Accessories,3,4056,5,11559.6,8570.36,2989.24,UPI
236,2025-03-14,Paulborough,West,Keyboard,Accessories,1,1394,15,1184.9,740.19,444.71,Card
237,2023-12-25,West Ianfurt,South,Monitor,Office,3,2715,10,7330.5,5810.24,1520.26,UPI
238,2025-02-04,West Randallside,West,Keyboard,Electronics,3,2080,15,5304.0,2846.96,2457.04,UPI
239,2026-05-19,New Erinbury,West,Keyboard,Electronics,1,2477,15,2105.45,1598.56,506.89,Cash
240,2024-06-02,Mariaburgh,West,Printer,Accessories,5,2661,5,12639.75,9213.57,3426.18,Net Banking
241,2025-07-20,Coxshire,West,Printer,Accessories,3,4174,0,12522.0,6599.28,5922.72,Card
242,2023-12-31,East Erikfurt,East,Camera,Office,2,4878,10,8780.4,4518.37,4262.03,Net Banking
243,2024-01-30,Port Markshire,West,Headphones,Accessories,3,4496,0,13488.0,10172.0,3316.0,Cash
244,2026-03-07,South Rickyborough,South,Monitor,Office,4,3097,0,12388.0,7682.72,4705.28,Cash
245,2024-07-29,North Chad,East,Speaker,Office,1,3264,20,2611.2,1658.39,952.81,UPI
246,2025-09-22,Port Michael,East,Printer,Accessories,2,892,15,1516.4,927.98,588.42,Card
247,2026-04-07,Shannonburgh,North,Laptop,Electronics,2,4270,15,7259.0,4718.52,2540.48,Cash
248,2023-11-24,Port Michaelhaven,South,Monitor,Office,4,4354,15,14803.6,8063.26,6740.34,Cash
249,2026-05-07,East Jameston,East,Speaker,Accessories,2,3319,20,5310.4,3833.02,1477.38,Net Banking
250,2026-05-14,Dannyshire,East,Monitor,Office,5,2555,15,10858.75,8086.78,2771.97,UPI
251,2024-07-19,New Rachelport,North,Speaker,Accessories,4,4881,10,17571.6,12985.88,4585.72,Cash
252,2026-01-07,Port Richardtown,West,Headphones,Office,5,4831,5,22947.25,16439.87,6507.38,Net Banking
253,2026-06-27,Angelaport,North,Keyboard,Electronics,2,2084,0,4168.0,2799.94,1368.06,Net Banking
254,2024-07-22,Danielmouth,South,Tablet,Office,3,3530,5,10060.5,6276.63,3783.87,Net Banking
255,2026-03-31,South Anthonymouth,East,Camera,Office,1,1231,20,984.8,553.66,431.14,Net Banking
256,2025-07-01,Pedrostad,East,Printer,Accessories,3,1518,15,3870.9,2994.67,876.23,Cash
257,2025-02-22,New William,East,Printer,Accessories,5,4066,5,19313.5,15203.61,4109.89,Card
258,2024-06-21,Alyssamouth,West,Monitor,Accessories,3,2467,5,7030.95,4971.39,2059.56,Cash
259,2024-02-17,Middletonberg,West,Tablet,Accessories,5,2340,10,10530.0,5650.0,4880.0,Card
260,2025-03-31,New Troy,North,Monitor,Accessories,3,444,10,1198.8,942.97,255.83,Cash
261,2025-02-27,Nelsonstad,East,Printer,Office,4,1852,5,7037.6,5266.84,1770.76,Cash
262,2024-06-16,Stephenbury,South,Keyboard,Electronics,2,994,20,1590.4,1148.69,441.71,Card
263,2025-10-16,Lowestad,West,Phone,Office,2,530,0,1060.0,661.43,398.57,Card
264,2024-04-21,West Maryburgh,West,Camera,Office,1,4608,5,4377.6,2723.18,1654.42,Card
